Taxonomy	H1	H2	H3	H4	H5	H6	H7	H8	N1	N2	N3	N4	N5	N6	N7	N8	O1	O2	O3	O4	O5	O6	O7	O8	Tax_detail
Clostridiaceae	0.00609493761652087	0.00512853388037695	0.00163721945562453	0.012216080635422	0.00392253003187056	0.00778421433743664	0.0318679850347408	0.00976157082748948	0.0164279538363219	0.00766692053820767	0.0168095591709984	0.0129711072760675	0.0192058911334461	0.00140646976090014	0.00713912589239074	0.0465089898474278	0.00498301245753114	0.0138060577600376	0.0165781774840178	0.0446468568015529	0.0117440523034082	0.00893924728121619	0.0148311221829558	0.00727917326695331	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;
S24-7	0.0010038720780152	0.00153856016411308	0.00115969711440071	0	0.00156901201274822	0	0.00387493319080705	0	0.00180444344197587	0.000558517390200559	0.0235266320124215	0	0.00159219822867947	0.00261894369271061	0.000522375065296883	0.00107764732573308	0.00443941109852775	0	0.000162531151804096	0.00248867652182569	0	0	0	0.000264011465640794	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;
Veillonellaceae	0.000143410296859315	0	0.00102326215976533	0.000371591806400669	0.00710958568276538	0.00054308472121651	0.00213789417423838	0.000448807854137447	0.000526296003909627	0.000558517390200559	0.0225815162357389	0	0.000945367698278436	0.00955429458266647	0.00526728190841024	0	0.0115968289920725	0.00380370979103076	0.000379239354209557	0.00159275297396844	0.00278467219565349	0.0108181973466948	0.0149469903250101	0.000226295541977823	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;
[Paraprevotellaceae]	0	0	0	0	0	0.000316799420709631	0	0	0.000112777715123492	0.000355420157400355	0.0103962735435091	0	0.000398049557169868	0.000969979145448373	0.000957687619710953	0	0.000996602491506229	0.000187837520544729	0.000162531151804096	0	0	0	0.000753142923353224	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];
Christensenellaceae	0.000501936039007601	0.000512853388037695	0	0.000789632588601421	0.000294189752390292	0.000181028240405503	0.0090860502405131	0.00173913043478261	0.00180444344197587	0.00066006600660066	0.00445554580436103	0.00178143962589768	0.0001492685839387	0.00121247393181047	0.00100121887515236	0.000226873121206965	0.00208380520951302	0.00511857243484386	0.00189619677104778	0.00666965307849286	0.00157394515406502	0.00233445311165518	0.00185389027286947	0.00154635287018179	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;
[Mogibacteriaceae]	0.00466083464792772	0.00403872043079685	0.00457057098028515	0.00562032607181012	0.00524638391762687	0.00276068066618392	0.00761624799572421	0.00762973352033661	0.00300740573662644	0.00152322924600152	0.0070546141902383	0.00879585815286979	0.00154244203403324	0.00203695620544158	0.00317778164722271	0.00340309681810448	0.00520951302378256	0.00690302888001878	0.00341315418788601	0.00607237071325469	0.00599309885586295	0.00592153960029608	0.00532993453449974	0.00618541148072716	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];
Gemellaceae	0.000358525742148286	0	0	0.000185795903200334	0	0.000135771180304127	0	0	0.000263148001954814	0	0.000101262404644569	0	0.00811025972733605	0.000921480188175954	0.00104475013059377	0.000170154840905224	0	0.000140878140408547	0	0	0	0.000113875761544155	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;
Turicibacteraceae	0.00172092356231177	0.00692352073850888	0	0.00580612197501045	0.00210835989213042	0.000814627081824765	0	0.00482468443197756	0.000789444005864441	0.000507743082000508	0.000877607506919598	0.0044535990647442	0.00388098318240621	0.000436490615451768	0.000304718788089849	0.00425387102263059	0.000226500566251416	0.00361587227048603	0.000379239354209557	0.000248867652182569	0	0.000113875761544155	0	0.000641170702270499	k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;
Enterobacteriaceae	0.000932166929585544	0	0	0	0.00024515812699191	0	0	0	0	0	0.0020590022277729	0	0.00547318141108568	0.00324943013725205	0.00248128156016019	0	0	0.00122094388354074	0.000270885253006826	0.00587327659150864	0	0.00199282582702272	0.00121661549157059	0.000301727389303764	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;
Staphylococcaceae	0	0	0	0.000928979516001672	0.000196126501593528	0	0	0.00106591865357644	0	0.000101548616400102	0	0.00044535990647442	0.00522440043785451	0.000339492700906931	0.000304718788089849	0.00181498496965572	0	0	0	0.000547508834801652	0.000242145408317695	0	0.000289670355135855	0.000301727389303764	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;
Bifidobacteriaceae	0.000717051484296572	0.000448746714532983	0	0.000743183612801338	0.000392253003187056	0.00126719768283852	0.00120256547300909	0.00280504908835905	0.000789444005864441	0.00106626047220107	0.000168770674407615	0.00384122919334187	0	0	0	0	0	0.00108006574313219	0.000866832809621844	0	0.000665899872873661	0	0	0.00184808025948555	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;
Dehalobacteriaceae	0.000932166929585544	0	0.000477522341223822	0.000464489758000836	0.000539347879382202	9.05141202027516e-05	0.00334045964724746	0	0.000451110860493966	0.000253871541000254	0.00270033079052184	0.000278349941546512	0.0016419544233257	0.000824482273631117	0.000827093853386732	0.000170154840905224	0.00122310305775764	0.00122094388354074	0.000270885253006826	0.00293663829575432	0.000665899872873661	0.000854068211581165	0.000753142923353224	0.000942898091574263	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;
Pasteurellaceae	0	0	0	0	0	0	0	0	0	0	0.000168770674407615	0	0.00144292964474077	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;
Bacteroidaceae	0	0	0	0	0	0	0	0	0	0.000152322924600152	0.00141767366502397	0	0	0	0.000261187532648442	0	0	0	0	0	0	0	0.00052140663924454	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;
Corynebacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.000995123892924669	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;
Helicobacteraceae	0	0	0	0	0	0.000181028240405503	0	0	0	0	0.000101262404644569	0	0	0	0.000174125021765628	0	0	0	0.000162531151804096	0.000945697078293763	0	0	0.000173802213081513	0	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;
Prevotellaceae	0	0	0	0	0	0.000181028240405503	0	0	0.000112777715123492	0.000253871541000254	0.000911361641801121	0	0.000348293362523634	0.000630486444541442	0.000217656277207035	0	0	0	0	0	0	0	0	0.000641170702270499	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;
Peptococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	9.69979145448373e-05	0	0	0	0	0	0	0.000363218112476542	0.000854068211581165	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;
Enterococcaceae	0	0	0	0	0	0	0	0	0	0	0.000168770674407615	0	0.000845855308985969	0	0	0	0	0.00042263442122564	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;
Aerococcaceae	0	0	0.000136434954635378	0	0	0	0	0	0	0	0	0	0.000845855308985969	0	0	0	0	0.000140878140408547	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;
Actinomycetaceae	0	0	0	0	0	0	0	0.000280504908835905	0	0	0	0.000334019929855815	0.000547318141108568	0	0.000261187532648442	0	0	0.000375675041089458	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;
Micrococcaceae	0	0.000384640041028271	0	0	0	0	0	0	0	0	0.000135016539526092	0	0.000298537167877401	0.000533488529996605	0.000348250043531255	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;
Burkholderiaceae	0.000215115445288972	0	0	0.000185795903200334	0	0.000226285300506879	0	0	0	0	0	0	0.000348293362523634	0	0.000174125021765628	0	0	0.000281756280817093	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;
Verrucomicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000242145408317695	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;
Eubacteriaceae	0	0	0.000136434954635378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;
Moraxellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113436560603483	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;
Rikenellaceae	0	0	0	0	0	0	0	0	0	0	0.000101262404644569	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;
unclassified	0.128925856876524	0.151740496185653	0.13636673715806	0.117190765943611	0.138416278499633	0.0795619116582182	0.0684794227685729	0.0797755960729309	0.170031201834517	0.132165524244732	0.164315128603254	0.0878472415520793	0.208976017514181	0.132450652310975	0.127720703465088	0.252736657024559	0.107678369195923	0.161681145808875	0.139560082349117	0.112388631725648	0.0740964949452144	0.101577179297387	0.196686171137246	0.103681074149506	unclassified
