"Lactobacillus"	"Blautia"	"Allobaculum"	"Desulfovibrio"	"Collinsella"	"Dorea"	"Treponema"	"Oscillospira"	"[Ruminococcus]"	"Ruminococcus"	"Streptococcus"	"Clostridium"	"Coprococcus"	"Adlercreutzia"	"[Prevotella]"	"Gemella"	"Turicibacter"	"Butyricicoccus"	"p-75-a5"	"Shuttleworthia"	"Staphylococcus"	"Roseburia"	"Bifidobacterium"	"Holdemania"	"Dehalobacterium"	"Escherichia"	"Aggregatibacter"	"Bacteroides"	"Defluviitalea"	"Jeotgalicoccus"	"Coprobacillus"	"Corynebacterium"	"Helicobacter"	"Prevotella"	"rc4-4"	"[Eubacterium]"	"Enterococcus"	"Facklamia"	"Actinomyces"	"Rothia"	"Christensenella"	"Burkholderia"	"CandidatusArthromitus"	"Anaerostipes"	"Akkermansia"	"Veillonella"	"Lactococcus"	"Anaerofustis"	"Enterobacter"	"Psychrobacter"
"Streptococcus"	-0.139130434782609	-0.0547826086956522	0.275652173913043	0.109565217391304	-0.23304347826087	-0.271304347826087	0.58796908888692	-0.0408695652173913	-0.106086956521739	0.15304347826087	1	0.152173913043478	-0.140869565217391	0.568695652173913	0.426506756025835	0.364900224599881	0.210022284929667	-0.348809205648756	-0.120869565217391	-0.165904946836716	-0.0530349793070605	0.160019334116131	0.0491247689035225	-0.309882688250584	0.039164505694403	0.00151272255204013	0.415215659296262	0.205536326553106	-0.253060675241995	0.35266133507914	0.00114308111538533	0.316287538773447	0.0114308111538533	0.512877644532173	-0.455105373289789	-0.288293842044129	0.484071216652841	0.301031787855986	0.302436383586601	0.363658323583888	0.40920499565127	0.112021949307762	-0.0534884801276844	0.225919670552462	-0.346410161513776	-0.145221364995852	-0.105429179591149	-0.0753065568508208	0.256042293292791	0.165674425071806
"Clostridium"	-0.644347826086957	0.144347826086957	0.088695652173913	-0.04	-0.166086956521739	0.196521739130435	0.28478383589903	0.300869565217391	0.235652173913043	0.246086956521739	0.152173913043478	1	0.0895652173913043	-0.0817391304347826	-0.0350683332732353	0.1023616214462	-0.23965198487825	0.237672299434373	0.624347826086956	-0.188569557060311	0.140817014022195	-0.00640077336464523	-0.141122063395574	0.278190140588592	0.398607635734146	0.195141209213177	0.241151452779052	0.139925381920518	-0.0350683332732353	0.345408659807589	0.0805872186346658	0.195797047812134	0.394362984807939	-0.0999852377724336	0.129641570478964	0.296453101724624	0.12101780416321	-0.128581416923411	-0.0771396443965824	-0.198359085591212	0.345334374636918	0.00514386501923399	0.203074907603412	-0.135551802331477	0.105429179591149	-0.012101780416321	0.346410161513776	-0.316287538773447	0.135551802331477	0.286164916033119
"Coprococcus"	-0.455652173913043	-0.25304347826087	-0.312173913043478	0.392173913043478	-0.211304347826087	-0.180869565217391	-0.231332100545673	0.719130434782609	0.659130434782609	0.211304347826087	-0.140869565217391	0.0895652173913043	1	-0.412173913043478	0.216096756386423	-0.144064504257615	-0.468846428598177	0.129882890395122	0.088695652173913	-0.284667504408354	-0.262431707950454	0.312723498672667	-0.520722550377339	-0.0308121991158251	0.510879218724768	-0.0529452893214045	0.232085608689614	0.167374858756601	0.245478332912647	0.0861255188496613	0.361213632461764	0.0451839341104925	0.109164246519299	0.068383685937623	0.477769983513384	0.248404128050602	0.251111943638661	0.184552151348896	-0.258356586788554	0.162850360392785	-0.180786334057572	-0.18232143790396	0.117855973162694	0.105429179591149	0.346410161513776	0.155810422860133	0.0150613113701642	0.165674425071806	0.286164916033119	0.0753065568508208
"Adlercreutzia"	0.237391304347826	-0.0634782608695652	0.444347826086956	-0.26	-0.00869565217391304	0.0556521739130435	0.468359877809328	-0.409565217391304	-0.494782608695652	0.190434782608696	0.568695652173913	-0.0817391304347826	-0.412173913043478	1	0.151646846586963	0.0151646846586963	0.356863592027794	-0.207544824858185	-0.384347826086956	-0.350848166261252	-0.0822956575454387	-0.229513444932279	0.626117509115805	-0.278190140588592	-0.348128939505805	-0.405409643946755	-0.0290107010862017	0.112475905084436	-0.151646846586963	-0.133267908114739	-0.191466086827043	-0.135551802331477	-0.0565825152115738	0.26887221970929	-0.415215659296262	-0.477769983513384	0.142195919891772	0.0257162833846822	0.290191995587143	0.0293865311986981	0.47415816956417	0.0548678935384958	-0.0761530903512795	0.286164916033119	-0.256042293292791	-0.139170474787692	-0.346410161513776	-0.105429179591149	0.105429179591149	-0.0451839341104925
"[Prevotella]"	-0.0132690990763593	-0.445462611849205	-0.117526306104897	0.249269504077321	-0.430297927190509	-0.290024594097568	0.510971877049615	0.284337837350557	0.10899617098438	0.385751666005588	0.426506756025835	-0.0350683332732353	0.216096756386423	0.151646846586963	1	0.327479338842975	-0.180948321136803	-0.385296779440761	-0.344996575985342	-0.260869565217391	-0.124582105015203	0.00498328420060812	-0.294979408804705	-0.332962533703409	0.278893702400144	-0.0692500056923193	0.421936758893281	0.590350557893136	0.0103305785123967	0.0355731225296443	0.0261642075873266	0.213411285015682	0.384987625927806	0.582732866863582	-0.260869565217391	-0.260869565217391	0.417148843813257	0.108821437516502	0.126786183758856	0.467106992795787	0.300885008116016	0.196231556904949	0.378458498023715	0.114913768854598	-0.180578779628654	-0.0181369062527503	-0.180578779628654	-0.180578779628654	0.377573811950822	-0.180578779628654
"Gemella"	-0.065397702590628	-0.0587631530524483	-0.0606587386347854	0.0682410809641336	-0.120369684478402	-0.00379117116467409	0.160454720269786	-0.153542432169301	-0.019903648614539	-0.121317477269571	0.364900224599881	0.1023616214462	-0.144064504257615	0.0151646846586963	0.327479338842975	1	0.276409246460943	-0.0379458949449235	0.229365855462782	0.0849802371541502	0.15946509441946	0.12258879133496	-0.274535291362795	0.144891477202348	-0.0607115542639769	0.0379226221648415	0.318181818181818	0.0211621337192842	-0.141528925619835	0.409090909090909	0.0840992386735498	0.377573811950822	-0.00996731717612442	0.405993150460189	-0.0632411067193676	-0.0632411067193676	0.362738125055006	0.235779781285754	0.264249098781617	0.43908057322804	-0.0129793532912791	0.669056165447352	0.102766798418972	0.147746274241626	-0.180578779628654	-0.0280297642087959	-0.180578779628654	-0.180578779628654	0.049248758080542	0.180578779628654
"Turicibacter"	0.178213930573099	-0.064923901357926	0.333334124421566	-0.228322981956733	0.00610023234235546	-0.0971679865960905	0.0228323965860687	-0.554249681391153	-0.148584230624515	-0.281046418629948	0.210022284929667	-0.23965198487825	-0.468846428598177	0.356863592027794	-0.180948321136803	0.276409246460943	1	-0.0704507613412093	-0.10544687334643	0.17353528367382	0.327609610311662	-0.19931493774206	0.354022199133427	-0.168072170339726	-0.555604487732771	0.103089485241531	0.199883572818013	-0.21302968310318	-0.306329834995374	0.304368167700156	-0.316464874664442	0.196224086591642	-0.279233712939213	0.0342664163245065	-0.379324507506911	-0.285288372112982	0.269851887838125	0.0613988845923824	0.397583424492029	0.192656165571755	-0.220779994192762	0.337944391044381	-0.321176559050762	0.166035765577543	-0.301883210140987	0.0667049610386377	-0.166035765577543	-0.301883210140987	0.0754708025352469	0.226412407605741
"Butyricicoccus"	-0.096407918643802	0.432496635027056	-0.22896880677903	-0.0642719457625347	0.111136906214383	0.600540993218683	-0.314387989472025	0.115153902824541	0.213570319773422	-0.0395004666665578	-0.348809205648756	0.237672299434373	0.129882890395122	-0.207544824858185	-0.385296779440761	-0.0379458949449235	-0.0704507613412093	1	0.287884757061353	-0.13401627110983	0.217540911955214	0.11264254340723	-0.0914613330697352	0.600532379230722	0.14272754457719	0.209642747046111	-0.13401627110983	-0.197938144329897	-0.0408648099406868	-0.13401627110983	0.388117919420634	-0.092768562968351	0.0910888994558631	-0.0634196373445669	0.302234611409148	0.735693488280004	-0.167714197636889	-0.167714197636889	-0.226254059401512	-0.226254059401512	-0.280050569251807	-0.0409239983062573	-0.13401627110983	-0.092768562968351	-0.092768562968351	0.210807428974145	0.533419237068019	-0.092768562968351	-0.092768562968351	-0.092768562968351
"p-75-a5"	-0.537391304347826	0.393043478260869	0.12695652173913	-0.134782608695652	0.215652173913043	0.339130434782609	-0.257181710265739	0.0295652173913043	0.344347826086956	-0.0982608695652174	-0.120869565217391	0.624347826086956	0.088695652173913	-0.384347826086956	-0.344996575985342	0.229365855462782	-0.10544687334643	0.287884757061353	1	-0.0924716097122679	0.34929934647064	-0.0283462820434289	-0.171490102354115	0.52028599078436	0.179286403845489	0.166399480724414	-0.00543950645366282	-0.0749839367229571	0.120369684478402	0.390737880254779	0.119451976557767	0.256042293292791	0.0457232446154132	-0.233644260286879	0.409776152842599	0.388924711436892	0	0.0332798961448828	0.133463829194087	-0.119995002394684	-0.230583767390795	0.198324573519355	0.197635401149749	-0.0150613113701642	0.346410161513776	0.034792618696923	0.316287538773447	-0.225919670552462	-0.286164916033119	0.286164916033119
"Shuttleworthia"	0.184943219424536	0.0172251037699323	-0.0770596747602233	0.366260101213297	-0.00906584408943803	-0.298266270542511	-0.195045502356931	-0.0117855973162694	0.0498621424919092	-0.354474503897027	-0.165904946836716	-0.188569557060311	-0.284667504408354	-0.350848166261252	-0.260869565217391	0.0849802371541502	0.17353528367382	-0.13401627110983	-0.0924716097122679	1	-0.143951914038436	0.10772560454532	0.00279360611007469	0.0156030557079407	0.000907373772967046	0.285459133195461	-0.0907372400756144	-0.13401627110983	-0.033596837944664	-0.0907372400756144	-0.171611200075881	-0.0628100103056187	-0.171611200075881	-0.207403406608676	-0.0907372400756144	-0.0907372400756144	-0.113552804365045	-0.113552804365045	-0.153187883351662	-0.153187883351662	-0.189611421994339	0.171015327853396	-0.0907372400756144	-0.0628100103056187	-0.0628100103056187	-0.113552804365045	-0.0628100103056187	-0.0628100103056187	-0.0628100103056187	-0.0628100103056187
"Staphylococcus"	0.16093373031108	-0.0274318858484796	0.0557781678919084	-0.257859726975708	0.0393190363828207	0.0786380727656414	-0.0672646807238512	-0.264260500340353	0.116128316758563	0.140817014022195	-0.0530349793070605	0.140817014022195	-0.262431707950454	-0.0822956575454387	-0.124582105015203	0.15946509441946	0.327609610311662	0.217540911955214	0.34929934647064	-0.143951914038436	1	-0.278846153846154	-0.106132531893105	-0.00925735464970311	-0.152837124237412	0.389724417322664	0.131558702896054	-0.0140803179259038	-0.163451721779946	0.482381910618866	-0.166478852547024	0.364269553616972	-0.0288483210189788	0.100781902779345	-0.122025463555761	0.00953323934029379	0	0	0.405583134566876	0.139057074708643	-0.338094282919203	0.0661107356684931	0.158251773048877	-0.205891486826984	0.0475134200369963	-0.0477213572231833	0.237567100184981	-0.205891486826984	-0.205891486826984	0.300918326900976
"Roseburia"	0.0155447353141384	-0.0850388461302866	-0.224941463957532	0.386789590463562	-0.185622427574712	-0.167334503675725	-0.0797040394878511	0.105155562419172	0.286206009019137	-0.277976443264593	0.160019334116131	-0.00640077336464523	0.312723498672667	-0.229513444932279	0.00498328420060812	0.12258879133496	-0.19931493774206	0.11264254340723	-0.0283462820434289	0.10772560454532	-0.278846153846154	1	-0.504364332978738	-0.00555441278982187	0.0594875034456993	-0.181341157448097	-0.122025463555761	-0.0605453670813864	-0.281057228914298	0.0533861403056453	0.332957705094047	-0.205891486826984	0.0649087222927024	-0.0838941244757787	0.0123932111423819	0.231657715969139	-0.232243938486159	-0.109759121613322	-0.321891376640378	0.12746898514959	0.147987396563961	-0.167680865922814	0.00953323934029379	-0.205891486826984	-0.205891486826984	0.0365863738711072	0.110864646752991	0.269242713542979	0.0475134200369963	0.300918326900976
"Bifidobacterium"	0.127724399149159	0.277778238709009	0.673455922786472	-0.486781800953087	0.309039455283978	0.334941606160381	0.0274515888066796	-0.480529557638093	-0.496606754733791	0.0660951436156485	0.0491247689035225	-0.141122063395574	-0.520722550377339	0.626117509115805	-0.294979408804705	-0.274535291362795	0.354022199133427	-0.0914613330697352	-0.171490102354115	0.00279360611007469	-0.106132531893105	-0.504364332978738	1	0.0316488815476429	-0.346854659171178	-0.316975080017348	-0.228144498989433	-0.21455590915607	0.0691205875416965	-0.335232733208963	-0.405658679712734	-0.232054351775402	-0.176705155706994	-0.0010642514280235	-0.163891558457715	-0.335232733208963	-0.0730285723569379	-0.158487540008674	0.198714629442436	-0.388625446188056	0.14566529544877	0.067511936565795	-0.335232733208963	0.201113771538682	0.0154702901183601	0.00155379941184974	-0.232054351775402	-0.232054351775402	-0.0773514505918006	-0.232054351775402
"Holdemania"	-0.19719807434128	0.763262189526295	-0.117086356640135	-0.18487319469495	0.376789177759232	0.777347766264958	-0.34730915597081	-0.069547535147148	0.143496813025128	-0.262343866757596	-0.309882688250584	0.278190140588592	-0.0308121991158251	-0.278190140588592	-0.332962533703409	0.144891477202348	-0.168072170339726	0.600532379230722	0.52028599078436	0.0156030557079407	-0.00925735464970311	-0.00555441278982187	0.0316488815476429	1	0.0916359669259465	0.0781055597822557	-0.16796230556195	-0.218252173941639	-0.0153527393062091	-0.16796230556195	0.0306672910964812	0.0152480841032965	-0.0318245473642729	0.00209793031124823	0.399254660762013	0.483694726946163	-0.289450015663654	-0.289450015663654	-0.287592502362857	-0.0756169941557511	-0.101925902937706	0.134820355197738	-0.113810523987332	-0.259217429756041	0.228721261549448	-0.0903574122971194	0.35070593437582	-0.259217429756041	-0.259217429756041	-0.259217429756041
"Dehalobacterium"	-0.530026310397587	0.0530896632746352	-0.276762506907115	0.388163767548972	-0.102698037154212	0.00174064469752902	0.155232702018874	0.739773996449835	0.495213416447007	0.519582442212413	0.039164505694403	0.398607635734146	0.510879218724768	-0.348128939505805	0.278893702400144	-0.0607115542639769	-0.555604487732771	0.14272754457719	0.179286403845489	0.000907373772967046	-0.152837124237412	0.0594875034456993	-0.346854659171178	0.0916359669259465	1	0.308864094964535	0.323025063176268	0.241899735175426	0.281739556506268	-0.0317580820538466	0.462778902726496	0.16581867797251	0.229959355866565	0.0461473277585025	0.17512313818264	0.342079912408576	0.420903031373239	0.221049793455011	0.0674027706071646	0.0343141377636474	0.20153015900572	0.00858057298009572	0.19962223005275	0.256265229593878	0.105520976891597	0.056019468204352	0.346711781215247	-0.0753721263511407	0.286414080134335	-0.226116379053422
"Escherichia"	-0.0499198442173243	0.0226908382806019	-0.24052288577438	0.11345419140301	-0.273802781919263	-0.130094139475451	0.010670558137596	0.2374974406703	0.220857492597859	-0.0151272255204013	0.00151272255204013	0.195141209213177	-0.0529452893214045	-0.405409643946755	-0.0692500056923193	0.0379226221648415	0.103089485241531	0.209642747046111	0.166399480724414	0.285459133195461	0.389724417322664	-0.181341157448097	-0.316975080017348	0.0781055597822557	0.308864094964535	1	0.399011937560506	-0.167714197636889	-0.145095250022002	0.399011937560506	0.131243591777942	0.602625833114415	0.131243591777942	0.0333455143435456	-0.113552804365045	0.321732945700962	0.302631578947369	0.302631578947369	0.19596658850746	0.112893795553211	-0.237288556376178	0.160077411183702	-0.113552804365045	-0.0786033695366628	-0.0786033695366628	-0.142105263157895	0.550223586756639	-0.0786033695366628	-0.0786033695366628	-0.0786033695366628
"Aggregatibacter"	-0.341782322171814	-0.0843123500317737	-0.0498621424919092	0.137800830159458	-0.233898777507501	-0.303705776996174	0.275895745722685	0.273788491501029	0.197635401149749	0.256563387731096	0.415215659296262	0.241151452779052	0.232085608689614	-0.0290107010862017	0.421936758893281	0.318181818181818	0.199883572818013	-0.13401627110983	-0.00543950645366282	-0.0907372400756144	0.131558702896054	-0.122025463555761	-0.228144498989433	-0.16796230556195	0.323025063176268	0.399011937560506	1	0.299442605761026	-0.260869565217391	0.5	0.0887849611503691	0.722315118514615	0.0887849611503691	0.51526783829343	-0.0907372400756144	-0.0907372400756144	0.798023875121013	0.399011937560506	0.293610109757352	0.491477792419915	0.0959343504138022	0.26039616122625	-0.0907372400756144	-0.0628100103056187	-0.0628100103056187	0.285459133195461	-0.0628100103056187	-0.0628100103056187	0.659505108208997	-0.0628100103056187
"Bacteroides"	-0.144611877965703	-0.149967873445914	-0.0441869627117426	0.406386157061026	-0.150637372880941	-0.206875325423158	0.275932806210425	0.235663801129294	0.10042491525396	0.221604312993739	0.205536326553106	0.139925381920518	0.167374858756601	0.112475905084436	0.590350557893136	0.0211621337192842	-0.21302968310318	-0.197938144329897	-0.0749839367229571	-0.13401627110983	-0.0140803179259038	-0.0605453670813864	-0.21455590915607	-0.218252173941639	0.241899735175426	-0.167714197636889	0.299442605761026	1	-0.129891717311469	-0.13401627110983	0.205060034523827	-0.092768562968351	0.478326732891416	0.412825941205199	-0.13401627110983	-0.13401627110983	0.178196334989194	-0.167714197636889	-0.00942725247506301	0.288473925736928	0.197535669382971	-0.0611659759631158	0.671477358373211	-0.092768562968351	-0.092768562968351	0.178196334989194	-0.092768562968351	-0.092768562968351	0.533419237068019	-0.092768562968351
"Defluviitalea"	-0.159229188916312	-0.0360161260644038	-0.087196936787504	0.21135779243058	0.19240193660721	0.127004234016582	-0.0515747315152882	0.503277972110485	0.238843783374467	0.366795810182218	-0.253060675241995	-0.0350683332732353	0.245478332912647	-0.151646846586963	0.0103305785123967	-0.141528925619835	-0.306329834995374	-0.0408648099406868	0.120369684478402	-0.033596837944664	-0.163451721779946	-0.281057228914298	0.0691205875416965	-0.0153527393062091	0.281739556506268	-0.145095250022002	-0.260869565217391	-0.129891717311469	1	-0.260869565217391	-0.0523284151746532	-0.180578779628654	-0.292789942048655	-0.215701506920434	0.423913043478261	0.0602766798418972	0.00989285795604561	0.00989285795604561	0.0306956023837231	-0.290940926941376	-0.00825958845808672	-0.207444788728089	0.0849802371541502	0.377573811950822	0.344741306563794	0.189613110824208	-0.180578779628654	-0.180578779628654	-0.180578779628654	-0.180578779628654
